DISTRICTCODE,CHILDREN,FEMALE,ELDERLY,FHEAD,FAMILYSIZE,NOELECTRIC,LOWEDU,GROWTH,POVERTY,ILLITERATE,NOTRAINING,DPRONE,RENTED,NOSEWER,TAPWATER,POPULATION
1214,7.407159436,50.34496391,2.790636876,13.00363549,4.711955052,34.76850044,19.98649871,0.997919829,18.48,17.24966687,99.15872968,88.32286753,0.827749902,43.80013821,3.83529129,314395
1215,12.76189044,50.30927503,6.202682531,23.69094358,4.107856544,1.453526843,19.07591778,0.995531644,9.85,5.050038775,99.69341391,99.19934713,4.614230888,16.5203582,10.13719176,186694
1216,13.00653734,49.58582654,3.379399928,18.61669446,4.121916967,2.852628807,27.87336188,1.804368471,10.53,6.706973784,99.81567629,98.41130519,5.670148337,19.88062846,13.56095848,47183
1217,9.635010829,50.34484963,6.327171594,24.01475138,3.910585367,1.14698253,23.68113967,0.10742824,14.72,6.344686082,99.86248711,91.71172297,4.125386755,16.90158452,11.98862393,125099
1218,10.58616073,49.79949711,4.366815792,13.90277117,4.048733407,0.324580887,30.57620322,0.28871624,9.3,3.868895447,99.13202708,97.59439949,4.69287112,5.039928077,2.023507325,612924
1219,11.13589076,49.71338664,4.090765389,13.95060618,4.078248528,0.269856976,31.72351108,1.033916508,12.48,5.189160567,99.64418858,99.08148681,4.631545281,3.392202133,8.810330525,409091
1220,12.34643406,49.78594418,2.850000382,12.58428011,4.054962258,6.70520948,26.08956725,1.953163759,10.7,4.913786337,100,95.64300882,4.81113505,39.34466885,0.55334253,262895
1221,13.99771861,49.83635157,2.559476325,14.32461874,4.297353582,7.05818275,30.26619634,2.279641411,9.1,4.559443106,100,99.29674484,7.658913238,49.32397796,0,269799
1222,10.59425089,48.99964026,2.202728505,9.140038176,4.031247676,1.575398498,28.26652976,2.033667801,11.63,6.189622976,98.81132403,98.07010585,7.740648008,11.29923895,1.239495278,326825
1223,11.81080521,49.48809477,3.304828777,14.3505524,4.262788892,1.434458047,28.84196402,0.835128769,11.28,4.545844467,99.60585249,94.33024784,5.649447596,11.0528516,0,357691
1224,9.94111152,50.55649614,3.419948473,15.62369774,4.717669121,30.30629254,34.36308372,0.807242717,29.06,9.666108137,97.7809418,73.81233505,0.260452841,35.41811363,2.417002361,136090
1225,13.00018677,51.96339357,3.161040295,16.68514412,4.748780488,20.2383592,27.77237755,0.571839591,27.23,17.37263689,100,81.04767184,0.360310421,37.20066519,0,85801
1271,10.85661722,49.81602852,2.721628148,17.21861137,4.486227174,0.644795213,20.24529164,0.266105255,13.69,3.558714271,97.49819457,80.65098525,32.49767874,2.919632725,84.30310533,87090
1272,11.2984981,49.61881266,3.064148467,17.39706144,4.345471213,0.389600469,25.54467222,1.274378868,14.46,4.927660699,99.23862392,100,23.48043085,6.284535662,66.54274146,171187
1273,8.978603213,51.24233624,5.031093264,20.60730512,4.058709396,0,9.298318046,0.739629429,10.1,1.54148485,99.13657898,96.97964331,26.53160218,1.571620289,83.93939884,251513
1274,9.809820431,50.56329853,3.908449166,17.08054681,3.939245673,0.494197482,18.05983011,1.186089987,11.9,2.644290657,99.69266326,98.4166011,20.27684894,2.166109363,30.6402439,160686
1275,8.812883884,50.55990912,3.539581535,19.37807439,4.164858938,0,12.64192909,0.777905722,9.11,2.429978833,98.4177033,95.66609287,30.05973769,0.275012488,65.73188418,2247425
1276,7.774462477,50.09810164,3.493528994,17.96960155,4.089378709,0.227080053,15.98261849,1.201914274,6.75,2.33535506,99.0084171,98.20303984,18.7704372,1.683420128,16.4890396,270926
1277,8.906273227,51.20828378,2.863925227,20.93018773,4.14910759,0.296827416,15.08870702,1.477002318,8.25,4.488199417,100,100,31.17651594,15.43309818,29.62106318,216013
1278,11.81616578,51.10810305,2.857739441,21.47648586,5.008871898,1.731102135,24.43033941,1.144112346,21.66,7.372116759,99.58165032,80.20051933,7.198499711,15.85040392,22.32039815,139281
1301,8.68516148,48.1167235,2.751566093,8.85133952,3.864340746,27.39887936,36.86427375,1.965158623,14.67,5.901252946,91.86219576,31.85956925,2.779723341,33.20346699,0.555944668,88692
1302,10.05043622,50.45769448,5.544259867,13.25343128,4.411540692,1.465300599,30.14002346,0.733203651,7.79,7.120761133,98.35105355,69.54571815,4.35144017,28.84013145,17.28107481,457285
1303,10.43857957,50.56150466,5.275671211,17.78699009,4.202971541,4.685715591,37.73344283,0.66497377,9.06,5.50435057,97.61203234,86.22264858,5.405189347,37.82262117,29.30999041,368691
1304,11.38352543,49.83727849,4.163576558,15.87582915,4.022496754,2.151405608,36.51184934,1.649818806,7.35,6.458854341,99.49461271,97.82227214,5.792650827,32.52377777,17.25687011,230104
1305,9.063822662,51.19353516,7.393624086,18.52694868,3.718767447,1.496671677,33.47232954,0.284764547,5.56,5.439213644,98.98325102,85.29310715,3.529095985,17.66695297,21.15310286,346578
1306,9.839808013,50.8077818,7.070374837,22.23812732,4.320109885,1.658807679,34.29397552,0.56616588,8.46,7.581784477,95.31828899,63.54307006,4.98063321,26.12832604,12.38211519,411003
1307,9.729817195,50.69163811,7.253902133,19.06241175,4.125217153,2.078680051,30.98811293,0.469676795,7.59,4.386614025,97.25295885,81.02487741,8.768281516,15.05737978,16.13309029,484288
1308,9.871713147,50.7811421,7.188844622,16.77876178,3.819349341,3.576899277,34.72920627,0.060310708,7.15,6.021813381,99.48365237,90.94109174,3.231991235,29.25834627,13.86023109,376072
1309,11.5046404,50.32693762,4.616402886,18.71445,4.273396948,3.49050446,37.26251591,1.008550032,7.41,6.181860024,99.61613776,95.58946943,5.17670096,48.04028222,27.6582849,275728
1310,11.12223051,49.57513783,4.026031527,11.86374979,3.994403663,2.306369164,32.95264724,1.770560759,7.21,6.177195149,99.25866705,92.83378152,6.279526128,28.9895099,30.583618,165603
1311,11.29485299,48.21229313,3.630137279,8.557279279,4.151780326,0,37.10300944,3.159567564,6.68,4.619151356,99.71422486,99.9929,7.062728531,16.64595832,1.265575633,235476
1312,12.08853762,49.47145579,3.338743443,18.06815969,4.139532619,1.47322298,35.10292278,2.193467958,7.26,7.01989094,99.03700097,93.14410906,5.170399221,42.22492697,11.35540409,427295
1371,9.192383241,50.08262853,3.014561452,19.44159927,4.07946438,0.324939074,12.703227,1.494836775,4.74,3.386344026,83.35040441,66.25754954,25.88563557,6.721294105,44.90869918,927011
1372,10.61240628,50.59893393,3.637535145,16.81438023,4.262139558,0.742728748,15.71872467,1.799691964,3.66,2.911158074,93.00961178,92.00474348,31.40681563,5.692173262,84.7522157,68602
1373,10.01257903,50.38962312,5.747145214,16.8573307,4.02452334,1.078238001,23.2090664,0.924482067,2.01,3.19512018,97.34385273,95.89086128,8.954635108,10.44049967,52.41288626,61398
1374,10.10010144,50.09474228,4.363886922,18.13633988,3.901067722,0.283730307,12.96185473,1.518456415,6.17,3.517138599,81.43806466,69.19286194,31.25513328,2.463973718,67.07981782,52422
1375,10.00253409,51.54342007,4.254897924,23.61039703,3.606912311,0,12.47128383,1.527440405,5.35,2.787579083,95.28420451,96.75235647,51.72807769,1.308197658,40.18280491,126804
1376,10.39621679,50.28518775,5.07245825,14.67869366,4.200396635,1.100342258,18.92162155,1.574809565,5.88,3.968044873,91.62588363,98.83888302,19.65262451,2.101525765,79.03911973,131819
1377,9.33713306,50.65800144,6.123583791,19.59675308,4.520659859,1.15737104,19.61803714,1.026931681,5.2,4.222994557,75.69520817,47.27939251,17.11442786,3.592563498,8.316313171,86618
1401,9.704625546,48.77783084,4.057458025,13.46225579,3.734473353,0.53620553,33.81554622,1.106490516,9.97,6.149017222,100,88.76183149,5.863290903,18.29509955,2.994591318,321216
1402,9.892298074,48.68363001,2.643828668,12.76239179,4.058980694,3.43694936,33.63646054,1.951666827,6.94,6.845828773,99.10748487,97.51302383,5.477667969,12.19164177,11.43989887,425897
1403,9.517413986,48.67263151,3.096128312,10.31210572,3.84917563,14.72371319,40.91940201,1.172991036,7.7,5.652131868,99.66961059,99.03930458,6.253875928,21.54053418,7.285139961,722234
1404,10.32017221,48.65939279,1.549986964,6.972846128,3.926964511,5.348325194,29.6875878,5.068975717,10.25,6.981602447,99.43100996,96.3060949,15.9498419,5.007655997,2.077538484,438788
1405,12.05560699,48.6470293,1.957968143,7.280094779,3.968990917,0.79325561,20.95840261,2.714234194,5.8,5.00908798,99.24537697,99.86950774,15.41611579,2.119640803,11.79323844,465414
1406,11.35097964,48.67471394,2.590024219,10.08925258,4.040017186,0.272444974,27.49899841,2.404560407,8.02,4.615955099,99.12309826,87.22633439,11.29035408,7.2734996,3.169247896,832387
1407,12.38662082,48.72103407,2.319951742,8.311299193,4.064911618,2.5218154,32.44604479,4.017362738,10.91,4.518579639,99.79769138,90.37113389,9.850381249,14.48043176,4.044892027,641208
1408,11.05366302,48.67592217,2.832284671,10.84039068,4.205863261,2.296091663,27.26166761,1.42103101,6.85,5.142395965,99.49504099,98.75609498,16.61835968,5.131108193,7.204534819,559081
1409,11.87230772,48.70792864,2.328408689,10.37147827,4.334946689,1.05659796,29.69248893,2.666984733,7.88,4.55358103,100,96.90017524,6.150221783,5.801660001,0.286295681,679663
1410,9.037797307,48.76049318,4.384181532,13.29943236,4.327719962,15.69063387,34.93138176,0.617459207,28.99,7.094491075,99.52223273,90.77341533,6.861400189,4.976348155,0,183297
1471,9.362631363,48.67981807,1.983961579,14.61840761,3.942240367,0,15.28589873,2.514569426,3.05,2.687542986,98.51129345,98.95117988,40.10310065,0.556583573,3.85536825,1091088
1473,10.56512799,48.67589807,2.515844315,12.17277304,4.130528166,0.160388279,20.36629511,1.986222075,4.57,4.79626085,99.29847561,97.54257263,30.87823043,1.11434987,0.48674356,297638
1501,6.99392935,50.04523395,6.027952044,17.76181813,3.21143664,2.89174292,30.54592784,0.402684564,7.45,5.773076853,99.37956502,85.05932825,0.925900785,21.43691113,47.65130739,236782
1502,9.027204072,48.79811715,3.299765441,8.79155716,3.849703948,2.831664741,36.89586463,1.481375227,9.43,7.00299006,99.23814004,96.39624899,4.849315349,21.53558244,8.961313876,377905
1503,9.122996616,49.09196083,3.270534363,9.088369624,4.032277889,1.005628727,32.96941446,2.154492973,8.87,7.430220193,99.74300599,89.51632052,5.516990935,20.26760898,7.25170049,290231
1504,9.269373803,48.96397581,3.286127493,9.061465066,3.883839342,2.391199685,33.57087238,1.141751575,10.33,5.242740153,99.26177728,87.02420378,2.827422202,18.17982872,8.556672454,266971
1505,8.243227421,48.33030259,2.963757709,7.464393875,3.923837117,0.415365719,30.0488918,2.666583075,4.37,4.38785183,98.4491763,85.15184758,4.87937517,7.964145406,9.605918258,421179
1506,8.571864355,48.72411131,5.324021649,10.14643806,3.758385881,3.210172495,44.70973705,0.691011516,12.58,8.509046423,99.80023277,96.93400733,2.728994042,10.80306426,0.515920579,216777
1507,9.708048518,48.21979665,3.194805599,8.514961658,3.883923172,4.377222478,35.81985082,1.77923829,11.32,5.153117358,99.32630204,99.3843586,9.29509664,15.19872276,10.05346041,322527
1508,8.936252449,48.51062459,3.589844196,10.84852525,3.925595991,3.806984069,41.90709777,1.79300135,6.79,6.296784566,99.73447665,93.79640911,2.414998046,18.91307846,1.534518035,343003
1509,9.851939881,48.89059769,3.558196435,11.0498862,3.89446689,1.97867776,32.06435679,2.184409512,5.82,5.102794114,98.93497697,85.93908242,6.957497087,21.1175119,7.483474719,359590
1571,9.05890879,49.74753861,2.881878618,13.63387556,4.134787857,0.056842903,20.0017024,1.253133272,8.84,2.628848279,99.09261884,91.53110921,19.00447726,2.055467445,46.53117938,591134
1572,8.27103278,50.39184511,5.710226312,17.66538626,3.785019206,0.042680324,20.1146789,0.716808371,2.78,3.40020652,96.32095604,84.5924029,12.09987196,7.895860009,76.39778062,88918
1601,9.47897225,48.89608503,3.742861294,10.84937912,3.947021328,2.278391672,31.08351718,1.248985839,12.95,4.38913273,99.71878515,99.56218708,9.682613203,23.03425307,22.82141203,359092
1602,9.674963673,48.88042492,4.13697251,9.198638119,3.686017869,2.922560154,44.65620512,1.39473455,15.75,5.526257272,99.84507461,98.92786144,1.670360807,6.879784293,2.212371181,809203
1603,10.2602286,49.14657608,3.749484961,10.35760728,4.008179454,0.853055917,40.23707327,1.494342874,13.19,5.448402771,97.83680104,94.19960988,4.367360208,21.22301691,17.35240572,618762
1604,9.461069171,48.98449459,4.908838006,11.56458702,3.809587686,0.193123656,31.19891703,1.034359703,16.81,2.662492587,99.91057328,98.93544152,5.616758947,26.94788515,8.143539395,401494
1605,7.370338058,48.80899997,4.172124622,8.144463413,3.857430192,0.93993446,40.46562805,1.2536694,14.24,6.543467516,100,94.41435608,2.784482251,14.73774063,7.17901925,394384
1606,10.4373032,48.73248684,3.558406956,9.42739297,3.994296844,4.22008071,42.73330724,1.462994076,16.75,3.650688307,99.6161827,95.40374015,1.470344863,12.01227197,22.51027968,629791
1607,9.98001998,48.9765656,3.942443099,8.392033329,4.038899989,0.956214421,43.47172504,1.423816943,11.47,4.717794717,99.91492754,98.0676399,2.354319493,15.48367338,11.2144944,833625
1608,8.929419156,47.33285766,3.717369613,8.201798415,3.756818813,5.953779449,41.3371689,0.271872858,10.98,4.310342137,100,99.77573207,3.95672697,34.13678208,13.05986886,352926
1609,8.984396842,48.93452718,5.09305225,8.753502604,3.791837857,0.414295783,39.8358264,1.081477565,11,5.786910587,99.56335631,94.42219204,1.122552475,8.138075673,3.565350432,663481
1610,9.323573132,49.91778871,4.565355588,13.83117665,3.87586028,4.989857261,43.77736341,1.317005336,13.58,4.519781456,99.59151159,94.20891264,4.753656481,26.55267277,9.826878722,419773
1611,8.048298825,49.01156561,4.167231193,12.71977845,3.921668706,3.902878856,40.40162853,1.204801942,12.44,5.643764176,99.82932955,96.23397952,5.480775423,44.2728795,1.735686224,244312
1612,9.134819129,49.67020548,3.357710237,12.01034987,4.141163235,0.384745191,43.71964479,1.401795994,14.53,4.929413242,100,89.06288671,1.18798515,22.80346496,13.99257509,184671
1613,8.484099998,49.6161331,3.520562007,13.46339658,3.845239808,0.326871287,44.77382194,1.228137534,19.49,7.418723529,98.05727443,86.76890817,2.851386633,38.34261867,6.451082376,187635
1671,8.673326839,49.85245176,3.783218443,13.09500771,4.230696409,0,24.66928214,1.465403545,11.4,2.082559201,99.55673527,94.0239023,19.34935537,2.018358221,82.51967886,1623099
1672,9.862577417,49.60216879,3.414626083,9.622823985,3.989010023,1.112185687,27.50605047,1.398569689,11.42,4.808509338,98.85484438,99.65711271,13.73747143,6.171971162,12.88025321,182128
1673,9.241507883,48.77352397,5.039487977,12.23092807,3.853817215,2.277034481,26.88676885,1.040313509,8.89,4.02497311,94.58886092,86.37739371,9.999151416,22.81277402,2.687183549,136605
1674,9.162474525,49.87945281,3.667920239,9.819787986,3.979204947,0.128975265,23.44386508,1.445495071,13.12,3.58722695,100,99.28975265,16.64664311,12.13957597,21.38869258,226002
1701,9.222859428,49.74035106,5.133630505,10.8096828,4.043640442,0.276502504,27.75957188,1.040210808,21.06,5.873365549,99.35308848,80.92132721,6.132616861,15.65369366,6.649102671,155427
1702,9.012229612,49.36027639,4.057321711,13.66752662,3.684074745,4.695049815,35.73310235,0.503464163,16.97,4.707943379,97.30611896,98.11000727,11.12758164,11.60791916,15.42638863,258763
1703,8.78021383,48.69055186,3.964834751,8.113941523,3.731195884,1.105533944,37.78204286,1.943357816,13.11,5.622492921,99.1579872,87.59693814,1.956330782,18.92709248,18.23566319,298757
1704,9.32757265,48.24177961,4.33065873,7.334017004,3.912567402,3.50325846,33.29638273,1.146174552,21.54,5.356160424,98.66353502,95.83512521,1.941843925,23.5171524,3.896920176,118586
1705,8.589579076,48.6140815,4.084617862,8.088235294,3.867830882,3.349673203,35.48229079,1.104369023,20.73,6.233283074,99.32802288,89.12990196,0.590277778,18.33946078,0,189874
1706,10.76172404,47.97397669,2.891298455,8.565436791,4.029316032,1.299779365,36.69605556,2.364675452,12.2,6.221749696,97.50966643,66.91133102,5.168534417,9.74943749,0,185499
1707,8.726716906,49.04112754,4.149189535,11.24102497,3.706211712,2.760028984,40.1103135,1.724155128,11.83,5.99076995,96.73934523,91.05131414,3.744812595,39.43086753,23.89500033,113042
1708,9.224574099,48.87701806,3.581060499,9.704469592,3.652663573,1.156069364,36.25326664,0.940640651,15.95,5.562239628,99.81546311,92.69993758,5.750495264,13.95424571,22.59491438,134938
1709,10.40509343,48.79788616,3.777685593,9.87453374,3.760189895,2.594099695,35.03396888,1.604856374,8.41,6.732762959,94.92370295,79.95252628,1.139369278,15.93082401,7.714479485,111318
1771,8.498561118,49.77959001,2.06335455,15.6286829,3.717529565,0,12.19751634,2.354199421,19.18,2.978686546,96.14946966,63.18324054,29.18376885,1.489413582,25.67460479,368065
1801,9.260408525,47.01154322,2.956755687,7.880891216,3.681664361,3.563136054,40.5798923,0.038042329,14.32,5.972819899,99.85302836,72.18654283,3.806442051,16.90544413,21.2367849,298286
1802,9.270425289,47.88261312,4.135134027,10.48554807,3.850610719,2.868669053,43.11319363,1.070883457,13.25,6.572468382,99.67818785,97.68018848,1.589317679,24.13985996,4.211198273,586624
1803,9.857429778,48.72793514,4.61073654,11.53212896,3.756986123,0.119881333,33.8028169,1.030253214,15.16,5.631909524,100,98.05761891,1.495102316,9.286250825,2.193145519,992763
1804,9.204444258,48.86450202,5.807655431,11.77134077,3.580161682,0.303109668,37.53673233,0.862941276,16.35,7.046019513,100,97.82201037,1.338501563,1.869292686,1.187994343,1027476
1805,9.063841997,49.02956954,5.198970237,10.48681426,3.598629941,0.382415194,39.86143805,0.901362239,12.9,6.579577595,99.02408329,98.50838053,3.321320291,3.712316229,0,1261498
1806,9.89930279,49.2564238,4.465545919,9.760196788,3.937286695,0.197045604,31.39086387,0.471441758,21.55,5.36495138,99.51897691,99.20473425,3.425760171,4.691102039,0.124280397,612100
1807,8.975150066,48.49344156,4.286239298,10.04575981,3.627913484,1.002436134,41.00275957,1.026131163,14.06,8.275035328,99.87572426,100,0.845239663,7.586581512,0,441922
1808,10.51775956,48.19444444,3.384790528,6.698556405,3.758311156,3.89608167,37.76828095,1.204388699,10.09,6.792771612,99.78863778,98.08918288,4.009036377,5.668272563,0.134347644,440511
1809,9.432143416,48.42747761,5.373494198,8.749298443,3.811666901,1.378560404,35.85405917,1.071971154,16.48,7.053384309,99.59309667,87.46579907,3.357829381,19.64974744,6.540269398,435827
1810,8.961439733,48.77312866,5.70352072,11.18242244,3.7485147,0.773404793,34.59588655,0.831010615,11.3,4.83166037,98.95957506,98.31205119,3.318679013,12.86751032,0.554066812,393901
1811,8.359918903,47.72560658,4.436546016,8.834788208,3.538011591,0.001788781,43.60265197,0.590204398,7.66,7.075154203,98.88022324,97.21844591,0.261161992,1.436390956,0,198092
1812,8.403254986,48.66956528,5.307593231,8.300849041,3.586185721,0.134832061,40.40203168,0.707720826,8.11,7.833455255,99.83179367,99.82511881,1.23484808,1.609974903,0,269162
1813,10.18461336,47.5481243,4.037842455,10.0670796,3.911948392,6.001182246,37.4879692,0.068720517,15.61,7.705474442,98.97453031,94.64134262,8.540440515,33.06432959,2.945333984,152529
1871,9.473079483,49.64368667,3.080896523,14.74387455,4.16040957,0,19.63173232,2.072050365,9.94,3.243603397,95.58259696,89.53324777,19.49408435,4.103931151,14.83396686,1015910
1872,8.137615922,50.01539466,4.341293398,12.63737514,3.695055633,0.248014744,16.82815177,1.366569783,9.89,4.274060022,97.90211381,99.63139093,14.25743475,0.864638558,1.426653621,162976
1901,9.351280486,47.9316661,4.127989685,10.92116591,3.60741718,1.400923514,34.75602574,2.976899262,5.1,3.542818459,99.7965139,98.91325008,6.711687034,6.587582876,7.487617536,324305
1902,8.065182769,48.1871938,4.310064532,11.98329023,3.609687686,0.879252039,37.43587171,2.261669335,7.77,3.810003357,99.82693455,97.26874876,4.939327631,14.27093694,1.653073404,182418
1903,8.311243324,47.86414153,3.472549482,11.51076431,3.830252891,0.268872802,39.47483614,2.050298695,2.98,5.629052206,97.74936542,94.11112156,2.914355551,12.39071167,7.765347372,204778
1904,8.637902087,47.60013858,3.418703195,10.92500347,3.723332473,0.853360853,42.55705589,2.15376591,6.07,6.822278877,99.58721149,98.92238385,4.425569073,12.65157078,1.248288317,188603
1905,9.68746419,48.23454385,2.994325231,5.008615288,3.930000783,0.569783835,50.42342472,2.347943397,3.92,7.940133172,100,99.18154762,3.784852757,20.85291353,3.046679198,201782
1906,8.013816368,47.95135218,4.818781222,9.591263289,3.589438313,1.732278903,37.39569749,2.159005901,6.81,3.972591923,99.62052084,98.8905304,4.794183251,16.58410822,7.986443035,124587
1971,8.734245066,48.77771713,3.77184053,15.32725302,3.800489665,0,24.26392839,0.862977602,4.8,3.718451624,97.79463985,75.26445632,18.57361791,0.338279819,2.197884349,204392
2101,8.505875769,49.03556939,4.004179491,11.3616307,3.957986538,2.159505805,35.23947172,0.826684602,7.41,5.409977064,99.04656434,93.76200446,12.55731861,4.095793463,20.96866294,229194
